Date,Open,High,Low,Close,Adj Close,Volume
30/3/2020,63.84,66.489998,63.397499,66.397499,66.175491,60225200
31/3/2020,66.800003,68.849998,64.4375,65.900002,65.679657,94996000
1/4/2020,63.912498,65.3825,60.32,60.767502,60.564339,65691200
2/4/2020,61.060001,64,60.577499,63.8675,63.653969,67576400
3/4/2020,63.490002,63.907501,59.5975,60.977501,60.773628,66321200
6/4/2020,63.810001,67.470001,63.232498,67.099998,66.875656,72788400
7/4/2020,69.324997,69.5625,64.324997,64.7575,64.540993,78452000
8/4/2020,65.852501,66.987503,65.150002,66.737503,66.514374,54244400
9/4/2020,68,68.230003,65.105003,65.737503,65.517715,52556400
13/4/2020,65.137497,67.550003,64.25,67.462502,67.236977,39840800
14/4/2020,68.75,71.330002,68.472504,70.987503,70.750145,53094800
15/4/2020,69.300003,71.042503,68.845001,70.209999,69.975266,36614800
16/4/2020,71.769997,74.75,71.637497,73.675003,73.428688,74562000
17/4/2020,74.5,74.714996,71.735001,73.080002,72.835663,53912000
20/4/2020,71.809998,73.375,71.317497,71.762497,71.522575,44938800
21/4/2020,70.577499,71.192497,66.777496,67.377502,67.152237,73516000
22/4/2020,69.307503,71.967499,68.849998,71.537498,71.298325,48335600
23/4/2020,71.959999,73.285004,70.75,71.002502,70.765099,42416000
24/4/2020,70.900002,72.417503,70.150002,72.397499,72.155434,35232800
27/4/2020,73.747498,75.875,73.5,74.269997,74.02169,47938800
28/4/2020,75.75,76.050003,72.785004,72.839996,72.596466,44290400
29/4/2020,74.192497,75.144997,73.4375,74.614998,74.365532,37916000
30/4/2020,74.072502,74.614998,72.93,73.07,72.825691,37591600
1/5/2020,71.087502,72.224998,70.209999,70.695,70.458656,34209600
4/5/2020,70.220001,72.959999,70.220001,72.822502,72.579033,31755600
5/5/2020,73.8675,75.067497,72.822502,73.434998,73.189468,36889600
6/5/2020,74.232498,75.5,73.852501,74.447502,74.198608,32346400
7/5/2020,75.845001,76.852501,75.330002,76.217499,75.962669,37373200
8/5/2020,76.9375,78.1875,76.597504,78.125,77.863808,33921600
11/5/2020,78.074997,81.125,77.787498,80.654999,80.385338,46906000
12/5/2020,81.235001,81.724998,77.927498,78.025002,77.764137,49306000
13/5/2020,79.175003,80.785004,75.947502,77.800003,77.539879,62585200
14/5/2020,78.417503,80.360001,76.875,80.305,80.036507,60231200
15/5/2020,78.897499,85.004997,78.739998,84.907501,84.623619,98766000
18/5/2020,87.605003,89.165001,86.805,87.502502,87.209946,77446000
19/5/2020,87.902496,90.875,87.627502,88.055,87.76059,71732000
20/5/2020,89.910004,90.43,88.887497,89.699997,89.400085,58753600
21/5/2020,90.514999,90.525002,87.375,87.752502,87.459099,76106800
22/5/2020,88.252502,90.93,87.1325,90.262497,89.960709,103876400
26/5/2020,91.567497,91.817497,86.720001,87.177498,86.886024,77078000
27/5/2020,86.25,86.327499,79.967499,85.252502,84.967491,117589200
28/5/2020,84.122498,87.605003,83.792503,84.870003,84.586243,73489600
29/5/2020,85.544998,88.754997,84.849998,88.754997,88.45826,74525600
1/6/2020,88.332497,88.407501,86.894997,88.0625,87.768059,38987600
2/6/2020,87.962502,88.372498,86.580002,88.252502,87.957443,39132000
3/6/2020,88.222504,88.662498,87,87.695,87.401794,36544000
4/6/2020,87.279999,89.432503,86.775002,87.665001,87.411774,42428000
5/6/2020,87.945,89.970001,87.080002,89.199997,88.942345,48174800
8/6/2020,88.772499,88.897499,86.857498,88.050003,87.795662,38773600
9/6/2020,88,91.097504,87.512497,90.459999,90.1987,46848800
10/6/2020,91.677498,95,91.535004,93.667503,93.396927,63218000
11/6/2020,91.5,92.612503,87.860001,87.962502,87.70842,58365200
12/6/2020,91.625,91.872498,87.032501,89.324997,89.066986,57090800
15/6/2020,88.152496,91.822502,87.4375,91.737503,91.472519,40000400
16/6/2020,92.25,92.667503,88.387497,90.684998,90.42305,53571600
17/6/2020,91.137497,92.989998,90.702499,92.360001,92.093208,40830400
18/6/2020,92.269997,92.824997,91.144997,92.18,91.913727,25440800
19/6/2020,92.425003,94.449997,92.272499,92.612503,92.344986,52416000
22/6/2020,93,95.3125,92.732498,95.267502,94.992325,39846800
23/6/2020,95.510002,96.425003,94.074997,94.5,94.227043,37510800
24/6/2020,94.762497,95.565002,91.445,92.355003,92.088234,44937200
25/6/2020,93.557503,95.050003,91.822502,94.900002,94.625877,37607200
26/6/2020,95,95,91.25,91.550003,91.285561,59208400
29/6/2020,91.697502,92.044998,89,92,91.734253,34224800
30/6/2020,93.139999,95.262497,92.665001,94.977501,94.70314,36789200
1/7/2020,95.207497,95.7575,94.129997,95.300003,95.024734,32664800
2/7/2020,96.389999,97.375,95.782501,96.122498,95.844841,36405600
6/7/2020,97.417503,99.087502,97.125,98.392502,98.108292,31589200
7/7/2020,99.462502,100.699997,98.5075,98.717499,98.43235,35780000
8/7/2020,99.9375,102.25,99.654999,102.160004,101.864914,36548000
9/7/2020,103.802498,105.699997,102.334999,105.089996,104.78643,49454800
10/7/2020,105.887497,106.552498,103.787498,104.792503,104.489807,49767600
13/7/2020,105.949997,107.922501,100.25,100.522499,100.232155,45707600
14/7/2020,100.75,104.027496,97.855003,103.769997,103.470253,54267600
15/7/2020,104.142502,104.330002,100.557503,102.272499,101.977058,40398400
16/7/2020,100.150002,102.067497,98.955002,101.347504,101.054756,34496400
17/7/2020,102.254997,102.485001,100.877502,102.014999,101.720322,26628400
20/7/2020,102.7425,105.3125,101.567497,105.107498,104.803894,28485200
21/7/2020,105.129997,105.599998,102.8675,103.285004,102.986664,27703600
22/7/2020,103.675003,106.025002,102.915001,104.387497,104.085976,36729200
23/7/2020,104.5,105.470001,100.3125,101.297501,101.004906,41166000
24/7/2020,98.75,103.647499,97.769997,101.945,101.65052,47329200
27/7/2020,102.322502,104.417503,102.177498,104.214996,103.913963,29213200
28/7/2020,103.7425,103.82,102.092499,102.154999,101.859917,27163600
29/7/2020,103.907501,105.162498,103.470001,104.654999,104.352676,28450800
30/7/2020,103.75,106.230003,102.952499,106.139999,105.833397,30888000
31/7/2020,105.6325,107.665001,104.330002,106.147499,105.840897,38608000
3/8/2020,107.324997,110.987503,107.152496,110.102501,109.78447,41272000
4/8/2020,110.5,112.277496,109.059998,112.277496,111.953178,31033600
5/8/2020,112.440002,113.717499,111.662498,112.8675,112.541481,24992400
6/8/2020,113.497498,113.580002,111.787498,113.355003,113.027565,24431600
7/8/2020,113.125,115.047501,110.375,111.995003,111.671509,34251600
10/8/2020,113.342499,114.082497,108.565002,111.650002,111.327492,42779600
11/8/2020,110.737503,111.3675,107.957497,108.5,108.1866,35451200
12/8/2020,109.907501,114.669998,109.582497,114.402496,114.072037,46441200
13/8/2020,115.459999,117.217499,113.557503,114.43,114.099464,37446000
14/8/2020,115.300003,117.047501,114.404999,115.639999,115.305977,36643600
17/8/2020,118.512497,124.097504,118.172501,123.370003,123.013649,62130000
18/8/2020,124.5,124.959999,120.862503,122.607498,122.253357,50344800
19/8/2020,122.964996,123.150002,120.980003,121.385002,121.034386,62262400
20/8/2020,119.75,123.75,118.787498,121.410004,121.059303,92138800
21/8/2020,122.017502,128.087494,121.952499,126.834999,126.468628,99986800
24/8/2020,128.837494,129.125,125.074997,127.202499,126.835068,49056400
25/8/2020,126.307503,127.612503,125.737503,127.5,127.131706,28907600
26/8/2020,127.9925,128.684998,126.777496,127.730003,127.361053,32124400
27/8/2020,127.815002,128.5,125.665001,126.282501,125.917747,31760400
28/8/2020,126.75,131.479996,126.425003,131.477493,131.097702,53716000
31/8/2020,131.827499,135.75,130.377502,133.744995,133.358688,50084000
1/9/2020,134.800003,139.9375,134.365005,138.210007,137.852036,51131600
2/9/2020,147.037506,147.267502,139,143.464996,143.093369,87401200
3/9/2020,138.287506,138.845001,128.787506,130.154999,129.817871,94512800
4/9/2020,127.837502,131.75,117.047501,126.224998,125.898033,146368400
8/9/2020,117.345001,125.5,117.042503,119.129997,118.821426,79572800
9/9/2020,124,128.092499,122.317497,127.150002,126.820656,73620000
10/9/2020,129.892502,130.652496,121.669998,123.1175,122.798584,69868400
11/9/2020,124.855003,126.525002,118.957497,121.644997,121.32991,63692800
14/9/2020,130.809998,133.149994,126.3125,128.722504,128.389084,120174400
15/9/2020,132.800003,132.987503,128.277496,129.910004,129.573486,72755600
16/9/2020,129.572495,130.927505,125.137497,125.144997,124.820847,55638400
17/9/2020,121.322502,125.897499,120.347504,124.635002,124.31218,79251200
18/9/2020,125.9375,126.324997,119.887497,121.892502,121.576775,69846000
21/9/2020,119.25,125.224998,119.044998,125.172501,124.848282,72104400
22/9/2020,125.75,126.480003,121.555,126.377502,126.050148,64645200
23/9/2020,125.754997,127.269997,120.792503,121.237503,120.923454,64701200
24/9/2020,120.722504,125.695,120.139999,123.480003,123.160149,73124000
25/9/2020,124.474998,128.835007,122.457497,128.737503,128.404068,58801600
28/9/2020,130.402496,130.517502,127.5,130.350006,130.01239,57380800
29/9/2020,129.375,134.427505,129.332504,132.257507,131.914948,62146000
30/9/2020,131.574997,136.225006,131.502502,135.304993,134.954498,68918400
1/10/2020,137.580002,137.627502,134.607498,136.145004,135.792374,52500400
2/10/2020,132.25,135.195007,130.509995,130.622498,130.284149,55249600
5/10/2020,132.360001,136.442505,132.227493,136.425003,136.07164,47982000
6/10/2020,138.300003,141.419998,136.649994,137.365005,137.009186,78442000
7/10/2020,139.997498,141.192505,138.634995,139.639999,139.27829,41808400
8/10/2020,140.75,140.845001,137.580002,138.387497,138.029037,37890000
9/10/2020,137.669998,138.242493,136.607498,137.627502,137.271027,34689200
12/10/2020,139.895004,143.470001,139.125,142.259995,141.891495,43474400
13/10/2020,142.964996,143.485001,140.1875,142.482498,142.11348,34460400
14/10/2020,142.904999,143.427505,139.600006,140.952499,140.587402,27610000
15/10/2020,138.107498,140.057495,137.677505,139.699997,139.33815,26722400
16/10/2020,140.367493,141.214996,137.925003,138.115005,137.757248,24239200
19/10/2020,139.029999,139.835007,134.067505,134.977493,134.627869,29806800
20/10/2020,135.835007,137.997498,135.070007,136.455002,136.101563,22921200
21/10/2020,136.25,137.914993,134.774994,135.247498,134.897186,21959600
22/10/2020,135.225006,136.117493,132.317505,133.610001,133.263916,29048000
23/10/2020,134.5,135.932495,132.912506,135.902496,135.550491,23348400
26/10/2020,134.270004,136.927505,130.384995,131.412506,131.072144,33689600
27/10/2020,133.059998,134.419998,131.914993,133.967499,133.620483,25052000
28/10/2020,131.979996,132.600006,126.089996,126.269997,125.942932,37652000
29/10/2020,128.384995,131.927505,127.5,130.240005,129.902695,32008000
30/10/2020,128.5,129.365005,123,125.339996,125.015335,41682000
2/11/2020,126.577499,128.367493,123.949997,125.807503,125.481636,29965200
3/11/2020,127.084999,131.050003,126.027496,130.195007,129.857788,27290000
4/11/2020,133.892502,138.274994,133.369995,137.942505,137.58522,41022800
5/11/2020,141.625,143.389999,139.910004,141.600006,141.233231,31902800
6/11/2020,141.097504,145.887497,138.949997,145.619995,145.242767,38334800
9/11/2020,145.524994,146.914993,136.107498,136.307495,135.954407,58297600
10/11/2020,136.065002,136.065002,126.282501,127.699997,127.369232,64406800
11/11/2020,130.537506,134.350006,129.482498,134.179993,133.832458,40474400
12/11/2020,134.789993,137.660004,133.160004,134.567505,134.218933,36581200
13/11/2020,136.272507,136.6875,130.592499,132.970001,132.62558,34631200
16/11/2020,131.725006,136.494995,131.559998,135.152496,134.802414,41377600
17/11/2020,135.524994,135.962494,133.037506,134.222504,133.874832,31202800
18/11/2020,134.652496,136.057495,131.850006,134.287506,133.939667,51092400
19/11/2020,132.127502,134.875,131,134.402496,134.054352,56593600
20/11/2020,134.539993,134.945007,130.649994,130.877502,130.538498,34108800
23/11/2020,131.712494,133.824997,130.154999,131.399994,131.059647,36135600
24/11/2020,131.425003,131.619995,128.850006,129.577499,129.241867,34650000
25/11/2020,130.324997,132.695007,130.199997,132.347504,132.004684,25991600
27/11/2020,133.75,134.074997,131.705002,132.612503,132.269012,16727600
30/11/2020,132.649994,134.125,129.722504,134.014999,133.667877,28695200
1/12/2020,134.922501,135.287506,132.282501,133.899994,133.553162,29694800
2/12/2020,133.505005,136.735001,132.342499,135.445007,135.094162,28336000
3/12/2020,135.875,136.600006,133.289993,133.960007,133.652481,19952000
4/12/2020,134.485001,135.600006,133.887497,135.582504,135.271255,20224400
7/12/2020,136.012497,137.3125,135,136.067505,135.755142,22324400
8/12/2020,135.850006,135.987503,132.815002,133.5,133.193527,27192000
9/12/2020,133.005005,134.139999,128.682495,129.307495,129.010681,40130000
10/12/2020,128.690002,130.6875,128.494995,129.722504,129.424728,20776400
11/12/2020,129.672501,130.199997,128.229996,130.132507,129.833786,20926400
14/12/2020,130.880005,133.887497,130.774994,133.087494,132.781982,27015600
15/12/2020,134.397507,134.639999,131.867493,133.604996,133.298309,19301600
16/12/2020,134.225006,134.372498,132.125,132.425003,132.120987,22311600
17/12/2020,133.667496,133.794998,131.785004,133.412506,133.106247,23138400
18/12/2020,133.789993,134.050003,130.705002,132.720001,132.415344,34206400
21/12/2020,130.747498,133.699997,129.675003,133.322495,133.016449,30233200
22/12/2020,133.192505,133.372498,130.539993,132.782501,132.477676,18558000
23/12/2020,132.559998,132.75,130.050003,130.092499,129.793884,17914400
24/12/2020,130.372498,131.324997,129.387497,129.9375,129.639252,9788400
28/12/2020,130.625,130.625,127.6325,129,128.703873,21256400
29/12/2020,129.25,130.725006,128.422501,129.432495,129.135361,17037200
30/12/2020,129.902496,132.137497,128.967499,131.457504,131.155746,22539600
31/12/2020,131.365005,131.509995,129.149994,130.550003,130.250336,19242400
4/1/2021,131.042496,136.524994,129.625,131.134995,130.833969,56064000
5/1/2021,130.997498,134.434998,130.869995,134.047501,133.739792,32276000
6/1/2021,132.225006,132.449997,125.860001,126.144997,125.855431,58042400
7/1/2021,129.675003,133.777496,128.865005,133.440002,133.133698,46148000
8/1/2021,133.625,134.210007,130.419998,132.767502,132.462738,29252800
11/1/2021,134.1875,139.610001,133.625,136.214996,135.902328,51834400
12/1/2021,137.524994,137.544998,133.449997,134.847504,134.537964,29147600
13/1/2021,134.899994,136.25,133.850006,135.317505,135.006866,21002800
14/1/2021,135.75,135.997498,131.804993,132.002502,131.699509,28312000
15/1/2021,132.279999,133.252502,128.485001,128.595001,128.299805,27778000
19/1/2021,130.162506,130.940002,128.440002,130.252502,129.953491,22618800
20/1/2021,131.117493,134.304993,130.567505,133.657501,133.350662,25857200
21/1/2021,134.184998,139.992493,132.529999,138.675003,138.356674,33778000
22/1/2021,137.399994,138.417496,136.272507,137.125,136.810226,24682000
25/1/2021,137.817505,138.285004,132.365005,136.532501,136.219086,25111200
26/1/2021,135.804993,136.447495,133.875,134.352493,134.044083,16398000
27/1/2021,132.300003,132.327499,127.9375,129.177505,128.880966,37127200
28/1/2021,129.962494,133.397507,129.604996,130.509995,130.210419,22831600
29/1/2021,130.75,133.347504,129.115005,129.897507,129.599335,27155200
1/2/2021,130.532501,132.707504,129.027496,132.369995,132.066132,21720400
2/2/2021,133.987503,135.720001,132.854996,135.567505,135.256287,22044000
3/2/2021,136.360001,139.317505,135.164993,135.304993,134.994385,24540800
4/2/2021,135.309998,136.735001,133.377502,136.642502,136.328812,20134000
5/2/2021,137.25,137.372498,135.457504,135.910004,135.597992,16915200
8/2/2021,137.272507,144.737503,137.272507,144.387497,144.056046,43462400
9/2/2021,143.407501,145.832504,142.225006,142.632507,142.305084,28756000
10/2/2021,144.632507,149.050003,143.414993,147.642502,147.303589,48535200
11/2/2021,149.802505,152.722504,149.25,152.507507,152.15741,45082800
12/2/2021,150.5,152.912506,147.75,149.612503,149.269058,37475600
16/2/2021,150.642502,153.725006,149.5,153.302505,152.950592,32196000
17/2/2021,151.710007,152.235001,147.800003,149.059998,148.717834,27475600
18/2/2021,147.289993,148.732498,145.75,148.289993,147.94957,23386800
19/2/2021,150.244995,151.770004,148.467499,149.264999,148.922363,27172400
22/2/2021,147.747498,151.332504,143.25,143.557495,143.227951,32588400
23/2/2021,140.752502,142.387497,133.895004,141.419998,141.095352,39178000
24/2/2021,141.227493,145.067505,137.559998,144.990005,144.657181,44832000
25/2/2021,140.455002,143.747498,132.162506,133.074997,132.769516,82443600
26/2/2021,137.524994,138.544998,133.610001,137.145004,136.830139,50093200
1/3/2021,138.75,139.25,135.532501,138.417496,138.099747,35318400
2/3/2021,139,139.205002,133.960007,134.0625,133.754761,26411600
3/3/2021,134.262497,134.514999,127.987503,128.047501,127.753555,37759200
4/3/2021,128.007507,129.75,120.837502,123.702499,123.418533,57334400
5/3/2021,125.5,125.5,116.792503,124.614998,124.328941,54284000
8/3/2021,124.5,124.712502,115.665001,115.932503,115.666382,54311200
9/3/2021,121.302498,126.167503,120.592499,125.202499,124.958206,52182400
10/3/2021,128.404999,129.800003,124.574997,124.682503,124.439232,38437600
11/3/2021,129.5,130.462494,127.345001,129.934998,129.681473,29991600
12/3/2021,126.482498,128.887497,125.900002,128.559998,128.309174,24396400
15/3/2021,128.647507,132.067505,127.672501,131.912506,131.655106,22198800
16/3/2021,133.565002,135.125,131.167496,132.912506,132.653137,27212800
17/3/2021,130.397507,134.532501,129.895004,133.412506,133.152176,24386400
18/3/2021,131.365005,131.839996,127.169998,127.224998,126.976753,29389600
19/3/2021,127.5,129.214996,126.125,128.457504,128.206879,29920800
22/3/2021,129.127502,133.945007,129.067505,131.862503,131.605225,29780400
23/3/2021,132.542496,133.445007,130.212494,130.707504,130.452469,22204800
24/3/2021,131.512497,131.592499,126.3675,126.43,126.183311,24584000
25/3/2021,124.995003,127.147499,122.720001,125.352501,125.107918,29514400
26/3/2021,125.544998,128.5625,123.735001,128.392502,128.141983,36396800
29/3/2021,128.202499,130.625,127,129.482498,129.229889,27352000
30/3/2021,128.419998,129.752502,127.050003,128.717499,128.46637,20020400
31/3/2021,130.154999,134.705002,129.824997,133.482498,133.222076,31477600
1/4/2021,135.722504,138.699997,135.112503,138.117493,137.847977,30827600
5/4/2021,138.675003,140.139999,137.330002,139.875,139.602097,25567200
6/4/2021,139.997498,140.542496,137.735001,138.615005,138.344559,19174400
7/4/2021,138.807495,142.434998,137.115005,141.434998,141.159027,25128400
8/4/2021,142.527496,144.714996,142.490005,143.169998,142.890656,24441600
9/4/2021,142.139999,144.080002,141.75,144,143.719025,19517200
12/4/2021,142.897507,153.524994,141.392502,152.089996,151.793243,86932400
13/4/2021,152.315002,157,151.257507,156.794998,156.48909,67621200
14/4/2021,156.25,157.205002,152.274994,152.770004,152.471909,38550000
15/4/2021,156.625,162.142502,156.315002,161.372498,161.057663,59848000
16/4/2021,160.529999,161.657501,158.652496,159.125,158.814545,33520800
19/4/2021,155.365005,158.074997,152.330002,153.617493,153.317749,40442000
20/4/2021,153.232498,154.970001,149.630005,151.712494,151.416473,33413200
21/4/2021,151.1875,153.625,151.022507,153.604996,153.305283,21677600
22/4/2021,153.75,154.384995,147.835007,148.502502,148.212723,27778800
23/4/2021,149.342499,153.350006,149.002502,152.652496,152.354675,22750000
26/4/2021,151.850006,154.789993,151.25,154.779999,154.477997,19779600
27/4/2021,155.785004,156.705002,153.544998,153.817505,153.51738,16457200
28/4/2021,153.645004,155.322495,152.154999,152.767502,152.469421,20941600
29/4/2021,154,154.365005,150.714996,153.247498,152.948471,17319600
30/4/2021,151.744995,153.649994,149.970001,150.095001,149.802124,20191200
3/5/2021,151.25,152.467499,147.875,148.367493,148.078018,20391200
4/5/2021,146.372498,146.375,140.102493,143.512497,143.232468,40532400
5/5/2021,147.089996,148.134995,143.875,144.585007,144.302887,29202400
6/5/2021,144.952499,145.712494,142.179993,145.229996,144.94664,19338000
7/5/2021,148.082504,149.707504,146.717499,148.122498,147.833481,22932800
10/5/2021,147.872498,148.059998,142.5,142.657501,142.379135,26890400
11/5/2021,138.25,143.547501,137.5,143.0625,142.783356,28558400
12/5/2021,140.095001,142.602493,137.092499,137.585007,137.316559,30340800
13/5/2021,140.337494,140.807495,134.589996,136.652496,136.385849,28540400
14/5/2021,138.899994,143.279999,137.485001,142.429993,142.152084,25861600
17/5/2021,141.570007,141.692505,138.535004,141.654999,141.378601,21698000
18/5/2021,142.669998,144.042496,140.039993,140.157501,139.884018,18625600
19/5/2021,135.664993,140.794998,135.432495,140.657501,140.383057,34400000
20/5/2021,143.024994,146.837494,142.705002,146.125,145.83989,32159200
21/5/2021,151.637497,152.220001,148.695007,149.917496,149.624985,67299200
24/5/2021,152.125,157.449997,151.759995,156.119995,155.815369,55481600
25/5/2021,157.660004,158.184998,154.824997,156.477493,156.17218,43540800
26/5/2021,157.342499,157.9375,155.862503,157,156.693649,37044000
27/5/2021,156.997498,157.5,154.600006,154.880005,154.577805,58147600
28/5/2021,155.009995,162.774994,155.009995,162.445007,162.128082,64453600
1/6/2021,162.699997,163.882507,159.032501,162.645004,162.327682,47280400
2/6/2021,162.522507,169.1875,162.354996,167.782501,167.455124,59416800
3/6/2021,167.007507,172.589996,165.830002,169.697495,169.366364,58000800
4/6/2021,171.125,176.610001,170.955002,175.782501,175.439545,61712000
7/6/2021,175.712494,178.125,171.927505,176.190002,175.846207,57575600
8/6/2021,175.272507,176.214996,172.509995,174.570007,174.229385,32384800
9/6/2021,175.157501,175.75,172.557495,173.582504,173.283524,38165600
10/6/2021,173.5,174.919998,171.759995,174.25,173.949875,28777200
11/6/2021,174.794998,179.392502,174.4375,178.252502,177.945465,41630800
14/6/2021,179.059998,180.395004,176.627502,180.1875,179.877136,32137600
15/6/2021,179.149994,180.162506,177.279999,177.884995,177.578583,24303200
16/6/2021,177.907501,179.547501,175.845001,178.102493,177.795715,30712400
17/6/2021,177.744995,188.350006,177.5625,186.572495,186.251129,80965600
18/6/2021,187.839996,193.75,185.839996,186.387497,186.066452,96885600
21/6/2021,184.352493,185.365005,178.227493,184.272507,183.955109,67238400
22/6/2021,184.714996,189.637497,183.860001,188.867493,188.542191,58014400
23/6/2021,190.077499,191.527496,189.077499,190.572495,190.244232,33235600
24/6/2021,192.277496,194.199997,190.882507,192.054993,191.724197,32092400
25/6/2021,192.804993,193.455002,188.945007,190.309998,189.982224,27836400
28/6/2021,193.612503,200.787506,193.190002,199.850006,199.505798,49543600
29/6/2021,198.824997,200.987503,196.570007,200.267502,199.922577,36763200
30/6/2021,199.992493,201.625,198.637497,200.024994,199.68045,32656800
1/7/2021,201.25,204.559998,200.190002,202.119995,201.771866,48013600
2/7/2021,204.402496,205.052505,202.877502,204.869995,204.51712,34276400
6/7/2021,207.375,208.419998,203.502502,206.985001,206.628464,44670800
7/7/2021,208.535004,208.75,203.320007,203.717499,203.366608,41842800
8/7/2021,198.565002,201.330002,197.007507,199.027496,198.684677,50330000
9/7/2021,199.625,200.802505,197.542496,200.502502,200.157135,29662400
12/7/2021,202.399994,205.327499,201.877502,205.125,204.771667,32198400
13/7/2021,204.005005,204.612503,201.139999,202.5,202.151215,29070800
14/7/2021,203.577499,204.177505,197.527496,198.414993,198.073242,38010000
15/7/2021,198.117493,198.470001,188.585007,189.662506,189.335846,55056400
16/7/2021,190.304993,191.570007,180.729996,181.610001,181.297195,68822400
19/7/2021,179.152496,190.419998,178.654999,187.797501,187.474045,74906000
20/7/2021,187.300003,188.380005,181.639999,186.119995,185.799408,43468700
21/7/2021,188.820007,195.270004,187.419998,194.100006,193.765656,37101700
22/7/2021,196.419998,198.869995,192.759995,195.940002,195.602524,32382600
23/7/2021,196.559998,197,192.5,195.580002,195.243149,19567200
26/7/2021,193.110001,194.419998,189.139999,192.940002,192.607666,20394300
