Column1,Column2,Open,High,Low ,Close,Volume
5/5/2010,4:00:00 AM,1.51385,1.51725,1.51205,1.51335,41099
5/5/2010,8:00:00 AM,1.51335,1.51715,1.512,1.51245,76854
5/5/2010,12:00:00 PM,1.51245,1.51455,1.5067,1.5132,129498
5/5/2010,4:00:00 PM,1.5132,1.5143,1.50905,1.50975,58861
5/5/2010,8:00:00 PM,1.50975,1.5109,1.5086,1.50975,9326
6/5/2010,12:00:00 AM,1.50975,1.51475,1.50975,1.5124,15170
6/5/2010,4:00:00 AM,1.5124,1.5124,1.502,1.50455,39135
6/5/2010,8:00:00 AM,1.5045,1.5088,1.5011,1.5076,72665
6/5/2010,12:00:00 PM,1.5076,1.51065,1.48425,1.48885,103453
6/5/2010,4:00:00 PM,1.4887,1.4951,1.47085,1.48495,52266
6/5/2010,8:00:00 PM,1.48495,1.4917,1.47185,1.4899,22033
7/5/2010,12:00:00 AM,1.4898,1.49345,1.4775,1.48835,28224
7/5/2010,4:00:00 AM,1.48835,1.4912,1.4595,1.4717,44462
7/5/2010,8:00:00 AM,1.4718,1.4739,1.44755,1.46655,51474
7/5/2010,12:00:00 PM,1.46655,1.4754,1.46465,1.4736,69040
7/5/2010,4:00:00 PM,1.4736,1.4825,1.47325,1.48195,28215
7/5/2010,8:00:00 PM,1.482,1.48225,1.4799,1.4801,3879
9/5/2010,8:00:00 PM,1.4882,1.48853,1.4759,1.48065,10718
10/5/2010,12:00:00 AM,1.48025,1.4893,1.47875,1.48825,19308
10/5/2010,4:00:00 AM,1.48825,1.4925,1.4832,1.491,34032
10/5/2010,8:00:00 AM,1.491,1.50305,1.49,1.501,71598
10/5/2010,12:00:00 PM,1.501,1.5054,1.49565,1.4978,110888
10/5/2010,4:00:00 PM,1.4978,1.4979,1.48395,1.48605,27644
10/5/2010,8:00:00 PM,1.48605,1.4873,1.48195,1.4834,9425
11/5/2010,12:00:00 AM,1.48345,1.48745,1.48055,1.48115,14651
11/5/2010,4:00:00 AM,1.48115,1.4868,1.4765,1.48295,42160
11/5/2010,8:00:00 AM,1.48295,1.4887,1.47195,1.4766,60057
11/5/2010,12:00:00 PM,1.4766,1.4966,1.47595,1.49485,64080
11/5/2010,4:00:00 PM,1.49485,1.50035,1.4916,1.4949,49515
11/5/2010,8:00:00 PM,1.4949,1.4974,1.49135,1.49525,9785
12/5/2010,12:00:00 AM,1.49525,1.4964,1.4879,1.4893,19097
12/5/2010,4:00:00 AM,1.4893,1.4998,1.48605,1.49765,51673
12/5/2010,8:00:00 AM,1.49765,1.50445,1.48985,1.4937,87379
12/5/2010,12:00:00 PM,1.49375,1.4942,1.4818,1.48525,72515
12/5/2010,4:00:00 PM,1.48525,1.488,1.4819,1.4825,53067
12/5/2010,8:00:00 PM,1.4825,1.48495,1.4818,1.4847,13371
13/5/2010,12:00:00 AM,1.48475,1.48655,1.48145,1.4853,18761
13/5/2010,4:00:00 AM,1.48525,1.49165,1.4838,1.4849,32722
13/5/2010,8:00:00 AM,1.4848,1.4859,1.4744,1.4769,67058
13/5/2010,12:00:00 PM,1.47685,1.4773,1.46305,1.4657,69471
13/5/2010,4:00:00 PM,1.46575,1.4702,1.46105,1.4611,40564
13/5/2010,8:00:00 PM,1.46115,1.46215,1.45715,1.459,10373
14/5/2010,12:00:00 AM,1.45905,1.4618,1.45855,1.4617,19854
14/5/2010,4:00:00 AM,1.4617,1.4639,1.4534,1.4551,41221
14/5/2010,8:00:00 AM,1.4551,1.45935,1.44955,1.4583,44938
14/5/2010,12:00:00 PM,1.45835,1.46315,1.4507,1.45545,60564
14/5/2010,4:00:00 PM,1.45545,1.46035,1.453,1.4536,32116
14/5/2010,8:00:00 PM,1.45355,1.4549,1.45145,1.45315,5328
16/5/2010,8:00:00 PM,1.45168,1.45455,1.4465,1.44775,9739
17/5/2010,12:00:00 AM,1.44775,1.4488,1.42505,1.4295,29655
17/5/2010,4:00:00 AM,1.42945,1.44415,1.42945,1.4372,35216
17/5/2010,8:00:00 AM,1.4372,1.4468,1.4362,1.4462,47929
17/5/2010,12:00:00 PM,1.44625,1.4509,1.4384,1.4385,57232
17/5/2010,4:00:00 PM,1.4386,1.4498,1.43625,1.4475,34202
17/5/2010,8:00:00 PM,1.4475,1.44935,1.44565,1.4464,9077
18/5/2010,12:00:00 AM,1.4464,1.4474,1.4414,1.44375,21201
18/5/2010,4:00:00 AM,1.44375,1.4513,1.4406,1.44765,36342
18/5/2010,8:00:00 AM,1.4476,1.45185,1.4412,1.44745,60018
18/5/2010,12:00:00 PM,1.4475,1.44965,1.4405,1.4437,61838
18/5/2010,4:00:00 PM,1.4437,1.44535,1.43045,1.43345,52042
18/5/2010,8:00:00 PM,1.43345,1.43495,1.42545,1.42565,14677
19/5/2010,12:00:00 AM,1.4256,1.43075,1.42375,1.4283,19701
19/5/2010,4:00:00 AM,1.4283,1.4371,1.4274,1.4328,47922
19/5/2010,8:00:00 AM,1.43295,1.43295,1.4238,1.4264,63078
19/5/2010,12:00:00 PM,1.4264,1.44005,1.4264,1.43465,63988
19/5/2010,4:00:00 PM,1.4346,1.4443,1.4343,1.44095,43260
19/5/2010,8:00:00 PM,1.44095,1.44655,1.4405,1.44225,11199
20/5/2010,12:00:00 AM,1.44235,1.44265,1.43745,1.4411,23629
20/5/2010,4:00:00 AM,1.44115,1.4423,1.43195,1.4387,41461
20/5/2010,8:00:00 AM,1.4387,1.44035,1.4261,1.4294,61310
20/5/2010,12:00:00 PM,1.42935,1.4368,1.42275,1.4342,65763
20/5/2010,4:00:00 PM,1.4342,1.4459,1.42955,1.43885,49590
20/5/2010,8:00:00 PM,1.43885,1.44005,1.43265,1.43945,14127
21/5/2010,12:00:00 AM,1.43935,1.44025,1.43415,1.43835,23494
21/5/2010,4:00:00 AM,1.43835,1.44565,1.4362,1.43945,38757
21/5/2010,8:00:00 AM,1.4395,1.4473,1.4317,1.43915,54447
21/5/2010,12:00:00 PM,1.43925,1.4477,1.43275,1.4463,70645
21/5/2010,4:00:00 PM,1.4465,1.44955,1.4417,1.44835,54287
21/5/2010,8:00:00 PM,1.44835,1.4492,1.4448,1.4456,4221
23/5/2010,8:00:00 PM,1.44595,1.44885,1.44335,1.44425,8190
24/5/2010,12:00:00 AM,1.44425,1.4485,1.44145,1.4475,23233
24/5/2010,4:00:00 AM,1.4475,1.45275,1.44535,1.44635,32506
24/5/2010,8:00:00 AM,1.44635,1.4478,1.4352,1.43565,50222
24/5/2010,12:00:00 PM,1.43565,1.4449,1.43515,1.44345,69506
24/5/2010,4:00:00 PM,1.44345,1.44645,1.4427,1.44315,28635
24/5/2010,8:00:00 PM,1.44315,1.4433,1.43855,1.43855,9177
25/5/2010,12:00:00 AM,1.43855,1.44075,1.4335,1.4342,28281
25/5/2010,4:00:00 AM,1.4343,1.4365,1.42755,1.4297,40091
25/5/2010,8:00:00 AM,1.4297,1.43325,1.4258,1.4331,67363
25/5/2010,12:00:00 PM,1.43305,1.4366,1.43055,1.4351,74399
25/5/2010,4:00:00 PM,1.4351,1.44035,1.434,1.43985,41057
25/5/2010,8:00:00 PM,1.43985,1.4447,1.43895,1.43905,10503
26/5/2010,12:00:00 AM,1.43905,1.44085,1.4364,1.4387,17528
26/5/2010,4:00:00 AM,1.4387,1.4403,1.43295,1.43845,39303
26/5/2010,8:00:00 AM,1.4385,1.44365,1.43765,1.4397,58134
26/5/2010,12:00:00 PM,1.4397,1.44305,1.43455,1.4399,62749
26/5/2010,4:00:00 PM,1.4399,1.44425,1.4389,1.4395,44994
26/5/2010,8:00:00 PM,1.43955,1.4398,1.4366,1.4392,11666
27/5/2010,12:00:00 AM,1.4392,1.44175,1.43805,1.4408,19330
27/5/2010,4:00:00 AM,1.4408,1.454,1.4403,1.4476,45179
27/5/2010,8:00:00 AM,1.4476,1.4586,1.445,1.4506,63534
27/5/2010,12:00:00 PM,1.4506,1.4572,1.4408,1.4565,76992
27/5/2010,4:00:00 PM,1.4565,1.46065,1.45335,1.45845,31956
27/5/2010,8:00:00 PM,1.4585,1.46005,1.4541,1.45645,9465
28/5/2010,12:00:00 AM,1.45645,1.45775,1.4536,1.45495,17353
28/5/2010,4:00:00 AM,1.45495,1.4593,1.449,1.45065,39326
28/5/2010,8:00:00 AM,1.45065,1.4611,1.4506,1.45905,43303
28/5/2010,12:00:00 PM,1.45905,1.45905,1.44345,1.449,76393
28/5/2010,4:00:00 PM,1.449,1.4494,1.44505,1.44545,44984
28/5/2010,8:00:00 PM,1.4456,1.4482,1.4442,1.44535,3280
30/5/2010,8:00:00 PM,1.4415,1.44695,1.44,1.44625,5826
31/5/2010,12:00:00 AM,1.44625,1.44925,1.4426,1.44715,15111
31/5/2010,4:00:00 AM,1.4472,1.45045,1.44435,1.44935,21943
31/5/2010,8:00:00 AM,1.44935,1.45185,1.4475,1.44975,32552
31/5/2010,12:00:00 PM,1.44965,1.45375,1.44935,1.45295,35513
31/5/2010,4:00:00 PM,1.45295,1.4547,1.4523,1.45405,16909
31/5/2010,8:00:00 PM,1.45405,1.4543,1.4506,1.45065,9840
1/6/2010,12:00:00 AM,1.4506,1.45065,1.44695,1.4475,20568
1/6/2010,4:00:00 AM,1.4475,1.45385,1.44385,1.44715,47191
1/6/2010,8:00:00 AM,1.44715,1.4616,1.44435,1.4566,56691
1/6/2010,12:00:00 PM,1.4566,1.4722,1.456,1.46715,101458
1/6/2010,4:00:00 PM,1.46715,1.47065,1.46455,1.46495,64360
1/6/2010,8:00:00 PM,1.46495,1.46745,1.4629,1.46715,17498
2/6/2010,12:00:00 AM,1.46705,1.47375,1.46455,1.46865,36801
2/6/2010,4:00:00 AM,1.46865,1.477,1.4664,1.4719,42021
2/6/2010,8:00:00 AM,1.472,1.4721,1.46305,1.46725,57946
2/6/2010,12:00:00 PM,1.4673,1.46775,1.4553,1.46385,86313
2/6/2010,4:00:00 PM,1.46385,1.46745,1.46175,1.46545,41979
2/6/2010,8:00:00 PM,1.46535,1.4675,1.46345,1.4671,12111
3/6/2010,12:00:00 AM,1.46705,1.4694,1.46525,1.4685,24112
3/6/2010,4:00:00 AM,1.4687,1.47425,1.4677,1.4686,44804
3/6/2010,8:00:00 AM,1.46865,1.4715,1.4652,1.4668,63496
3/6/2010,12:00:00 PM,1.4668,1.4687,1.45985,1.4614,77183
3/6/2010,4:00:00 PM,1.4614,1.46395,1.45855,1.4615,51601
3/6/2010,8:00:00 PM,1.4615,1.46425,1.46025,1.4642,14592
4/6/2010,12:00:00 AM,1.46415,1.46435,1.46244,1.4635,12285
4/6/2010,4:00:00 AM,1.4635,1.46515,1.46075,1.4646,39786
4/6/2010,8:00:00 AM,1.4646,1.4681,1.4553,1.45645,86862
4/6/2010,12:00:00 PM,1.45645,1.45885,1.44895,1.44905,96727
4/6/2010,4:00:00 PM,1.44905,1.4505,1.44535,1.4472,51362
4/6/2010,8:00:00 PM,1.4472,1.4483,1.44505,1.44515,3398
6/6/2010,8:00:00 PM,1.44095,1.44455,1.4404,1.44225,11657
7/6/2010,12:00:00 AM,1.44225,1.44445,1.44005,1.4429,49674
7/6/2010,4:00:00 AM,1.4429,1.4461,1.43875,1.4423,60659
7/6/2010,8:00:00 AM,1.4423,1.45165,1.4403,1.4485,81296
7/6/2010,12:00:00 PM,1.4485,1.45625,1.44805,1.44955,107217
7/6/2010,4:00:00 PM,1.44955,1.4514,1.4457,1.44685,66567
7/6/2010,8:00:00 PM,1.44685,1.4484,1.4458,1.4474,9024
8/6/2010,12:00:00 AM,1.4474,1.4511,1.4466,1.45005,19265
8/6/2010,4:00:00 AM,1.4501,1.4528,1.44805,1.44965,53098
8/6/2010,8:00:00 AM,1.44965,1.45095,1.43725,1.4419,85657
8/6/2010,12:00:00 PM,1.4419,1.4433,1.4346,1.4419,92650
8/6/2010,4:00:00 PM,1.4419,1.44335,1.4378,1.4425,69757
8/6/2010,8:00:00 PM,1.4425,1.44755,1.4417,1.44445,14808
9/6/2010,12:00:00 AM,1.44445,1.44445,1.4404,1.4428,15890
9/6/2010,4:00:00 AM,1.44275,1.4487,1.4395,1.44605,44409
9/6/2010,8:00:00 AM,1.44605,1.45445,1.44315,1.4534,75868
9/6/2010,12:00:00 PM,1.45335,1.46075,1.4524,1.4584,90087
9/6/2010,4:00:00 PM,1.4584,1.4585,1.4519,1.4531,43530
9/6/2010,8:00:00 PM,1.4531,1.4548,1.4523,1.45475,8398
10/6/2010,12:00:00 AM,1.45475,1.4595,1.45085,1.4576,26019
10/6/2010,4:00:00 AM,1.45775,1.46195,1.456,1.45715,41318
10/6/2010,8:00:00 AM,1.45715,1.4644,1.45635,1.45915,69543
10/6/2010,12:00:00 PM,1.4592,1.46775,1.4576,1.4672,76473
10/6/2010,4:00:00 PM,1.4672,1.4715,1.4654,1.47125,39492
10/6/2010,8:00:00 PM,1.47125,1.47295,1.4694,1.47245,11128
11/6/2010,12:00:00 AM,1.4724,1.47275,1.46935,1.471,28058
11/6/2010,4:00:00 AM,1.471,1.47585,1.4688,1.46905,43705
11/6/2010,8:00:00 AM,1.46905,1.47095,1.4625,1.4636,60272
11/6/2010,12:00:00 PM,1.4636,1.4642,1.4515,1.4542,73345
11/6/2010,4:00:00 PM,1.45425,1.4547,1.4504,1.4526,33237
11/6/2010,8:00:00 PM,1.4526,1.4554,1.45225,1.45485,3079
13/6/2010,8:00:00 PM,1.45695,1.4612,1.45495,1.4612,9735
14/6/2010,12:00:00 AM,1.46125,1.46145,1.45695,1.46025,23650
14/6/2010,4:00:00 AM,1.46025,1.4672,1.4599,1.46475,42709
14/6/2010,8:00:00 AM,1.4648,1.4753,1.46455,1.47335,65579
14/6/2010,12:00:00 PM,1.4733,1.48085,1.47235,1.4768,92829
14/6/2010,4:00:00 PM,1.4768,1.47785,1.473,1.4744,30357
14/6/2010,8:00:00 PM,1.47455,1.47565,1.47295,1.4733,8058
15/6/2010,12:00:00 AM,1.4733,1.47665,1.47295,1.47615,23507
15/6/2010,4:00:00 AM,1.47615,1.47675,1.46955,1.4748,64965
15/6/2010,8:00:00 AM,1.4748,1.47825,1.4682,1.4731,89725
15/6/2010,12:00:00 PM,1.47315,1.48355,1.47165,1.4826,63478
15/6/2010,4:00:00 PM,1.4826,1.4836,1.4802,1.48185,48957
15/6/2010,8:00:00 PM,1.48185,1.4819,1.4788,1.47985,7386
16/6/2010,12:00:00 AM,1.47985,1.48165,1.47935,1.48125,15256
16/6/2010,4:00:00 AM,1.48125,1.48215,1.4758,1.4774,44144
16/6/2010,8:00:00 AM,1.4774,1.48315,1.4751,1.47905,57436
16/6/2010,12:00:00 PM,1.47905,1.4855,1.4752,1.4836,60166
16/6/2010,4:00:00 PM,1.4836,1.4845,1.47555,1.476,55649
16/6/2010,8:00:00 PM,1.476,1.47605,1.4703,1.4709,14263
17/6/2010,12:00:00 AM,1.4709,1.47155,1.4686,1.4708,19720
17/6/2010,4:00:00 AM,1.4708,1.4718,1.46445,1.46705,34841
17/6/2010,8:00:00 AM,1.46715,1.4837,1.4667,1.48105,50363
17/6/2010,12:00:00 PM,1.4811,1.48375,1.47725,1.48045,51456
17/6/2010,4:00:00 PM,1.48045,1.48235,1.4788,1.48145,42285
17/6/2010,8:00:00 PM,1.48145,1.48255,1.4806,1.48079,11089
18/6/2010,12:00:00 AM,1.48085,1.48248,1.48057,1.48234,10112
18/6/2010,4:00:00 AM,1.48228,1.4886,1.48117,1.48665,45748
18/6/2010,8:00:00 AM,1.48665,1.48835,1.4788,1.47975,57415
18/6/2010,12:00:00 PM,1.47975,1.48265,1.47705,1.47855,47622
18/6/2010,4:00:00 PM,1.47855,1.4822,1.47845,1.48215,23929
18/6/2010,8:00:00 PM,1.48215,1.48295,1.48185,1.48195,2132
20/6/2010,8:00:00 PM,1.48595,1.48755,1.4825,1.4837,9063
21/6/2010,12:00:00 AM,1.4837,1.48735,1.48065,1.4861,23496
21/6/2010,4:00:00 AM,1.4861,1.4936,1.4861,1.48765,42801
21/6/2010,8:00:00 AM,1.48775,1.4887,1.48355,1.486,48956
21/6/2010,12:00:00 PM,1.486,1.48625,1.4805,1.48235,62812
21/6/2010,4:00:00 PM,1.48235,1.48255,1.47375,1.47525,56405
21/6/2010,8:00:00 PM,1.4753,1.4768,1.47385,1.4761,8327
22/6/2010,12:00:00 AM,1.4761,1.47965,1.4748,1.47645,29473
22/6/2010,4:00:00 AM,1.47645,1.4776,1.47235,1.4736,31659
22/6/2010,8:00:00 AM,1.47365,1.47485,1.46905,1.4704,62299
22/6/2010,12:00:00 PM,1.4704,1.4859,1.46875,1.4847,62483
22/6/2010,4:00:00 PM,1.4847,1.48505,1.4806,1.4806,41776
22/6/2010,8:00:00 PM,1.4806,1.48295,1.4802,1.48085,8200
23/6/2010,12:00:00 AM,1.48085,1.4834,1.48025,1.482,22753
23/6/2010,4:00:00 AM,1.4821,1.48775,1.48145,1.4875,33701
23/6/2010,8:00:00 AM,1.4874,1.49425,1.48495,1.4902,43448
23/6/2010,12:00:00 PM,1.4902,1.4938,1.4851,1.4885,59187
23/6/2010,4:00:00 PM,1.4885,1.49725,1.48845,1.4949,43440
23/6/2010,8:00:00 PM,1.49495,1.497,1.49445,1.4966,9656
24/6/2010,12:00:00 AM,1.49665,1.49995,1.49665,1.4996,22664
24/6/2010,4:00:00 AM,1.4996,1.49965,1.49305,1.49415,39917
24/6/2010,8:00:00 AM,1.4941,1.50115,1.4937,1.499,42359
24/6/2010,12:00:00 PM,1.499,1.49985,1.496,1.49935,53137
24/6/2010,4:00:00 PM,1.49935,1.5006,1.4915,1.4922,60383
24/6/2010,8:00:00 PM,1.49215,1.49465,1.49175,1.49315,10643
25/6/2010,12:00:00 AM,1.4931,1.4949,1.49165,1.4945,21271
25/6/2010,4:00:00 AM,1.49445,1.4974,1.4912,1.4922,36980
25/6/2010,8:00:00 AM,1.49225,1.49345,1.48555,1.4929,41757
25/6/2010,12:00:00 PM,1.4929,1.4989,1.4908,1.49835,53050
25/6/2010,4:00:00 PM,1.4984,1.5066,1.4979,1.50595,49266
25/6/2010,8:00:00 PM,1.50605,1.5077,1.5046,1.5056,3575
27/6/2010,8:00:00 PM,1.50535,1.5067,1.50305,1.5043,4100
28/6/2010,12:00:00 AM,1.5043,1.50715,1.504,1.504,20495
28/6/2010,4:00:00 AM,1.504,1.50615,1.50195,1.50265,34385
28/6/2010,8:00:00 AM,1.50265,1.50705,1.50165,1.50585,60214
28/6/2010,12:00:00 PM,1.50585,1.5119,1.5047,1.5096,82871
28/6/2010,4:00:00 PM,1.5096,1.51275,1.5075,1.51095,62435
28/6/2010,8:00:00 PM,1.51095,1.511,1.50919,1.51045,8902
29/6/2010,12:00:00 AM,1.51045,1.51195,1.5082,1.50875,19592
29/6/2010,4:00:00 AM,1.5088,1.50985,1.50435,1.50495,39268
29/6/2010,8:00:00 AM,1.50495,1.50745,1.5012,1.50525,41062
29/6/2010,12:00:00 PM,1.5052,1.5105,1.50345,1.5079,55351
29/6/2010,4:00:00 PM,1.5079,1.5094,1.50575,1.50735,45118
29/6/2010,8:00:00 PM,1.50735,1.50755,1.50385,1.50535,8931
30/6/2010,12:00:00 AM,1.50535,1.50685,1.5028,1.50625,24044
30/6/2010,4:00:00 AM,1.50625,1.50735,1.5031,1.5051,34335
30/6/2010,8:00:00 AM,1.5051,1.5068,1.498,1.50175,47132
30/6/2010,12:00:00 PM,1.5017,1.50285,1.49355,1.49455,73754
30/6/2010,4:00:00 PM,1.49455,1.49705,1.49385,1.49385,54701
30/6/2010,8:00:00 PM,1.49385,1.49595,1.49305,1.49565,9933
1/7/2010,12:00:00 AM,1.49565,1.4974,1.4913,1.49265,31183
1/7/2010,4:00:00 AM,1.49265,1.49535,1.4873,1.4899,45710
1/7/2010,8:00:00 AM,1.4899,1.49895,1.4892,1.49815,39880
1/7/2010,12:00:00 PM,1.49815,1.51665,1.49755,1.5123,81796
1/7/2010,4:00:00 PM,1.5125,1.51885,1.50755,1.5181,55359
1/7/2010,8:00:00 PM,1.5181,1.519,1.51529,1.51625,11386
2/7/2010,12:00:00 AM,1.51625,1.51975,1.51585,1.5173,13316
2/7/2010,4:00:00 AM,1.5173,1.52035,1.51495,1.51705,29800
2/7/2010,8:00:00 AM,1.51705,1.52145,1.5154,1.51955,32102
2/7/2010,12:00:00 PM,1.51955,1.5229,1.51635,1.5177,57299
2/7/2010,4:00:00 PM,1.5177,1.5204,1.51605,1.51955,37176
2/7/2010,8:00:00 PM,1.5195,1.5204,1.5179,1.51925,1564
4/7/2010,8:00:00 PM,1.52025,1.52027,1.51855,1.5186,6445
5/7/2010,12:00:00 AM,1.5186,1.519,1.51645,1.51805,15337
5/7/2010,4:00:00 AM,1.51805,1.5198,1.517,1.5174,31272
5/7/2010,8:00:00 AM,1.5174,1.51775,1.51155,1.51265,45595
5/7/2010,12:00:00 PM,1.51265,1.51445,1.50895,1.51115,49418
5/7/2010,4:00:00 PM,1.51115,1.5138,1.51044,1.51355,11535
5/7/2010,8:00:00 PM,1.51355,1.51435,1.50975,1.5101,12403
6/7/2010,12:00:00 AM,1.5101,1.5143,1.5081,1.5142,29931
6/7/2010,4:00:00 AM,1.5142,1.5207,1.5119,1.51935,47044
6/7/2010,8:00:00 AM,1.51935,1.52035,1.51625,1.5171,51536
6/7/2010,12:00:00 PM,1.5171,1.52265,1.5157,1.51775,78895
6/7/2010,4:00:00 PM,1.51785,1.51835,1.513,1.51385,45537
6/7/2010,8:00:00 PM,1.51385,1.5163,1.51295,1.5155,11237
7/7/2010,12:00:00 AM,1.51555,1.5158,1.5122,1.5125,18460
7/7/2010,4:00:00 AM,1.5125,1.51435,1.50845,1.5092,43502
7/7/2010,8:00:00 AM,1.5092,1.51495,1.5081,1.51195,66400
7/7/2010,12:00:00 PM,1.51195,1.52145,1.5103,1.51775,84755
7/7/2010,4:00:00 PM,1.51775,1.52185,1.51715,1.51895,47992
7/7/2010,8:00:00 PM,1.51895,1.52,1.5169,1.51815,10992
8/7/2010,12:00:00 AM,1.5182,1.52285,1.5182,1.5189,41296
8/7/2010,4:00:00 AM,1.5189,1.52405,1.5162,1.5175,37691
8/7/2010,8:00:00 AM,1.5175,1.51855,1.5122,1.514,43489
8/7/2010,12:00:00 PM,1.514,1.5168,1.51015,1.5113,59896
8/7/2010,4:00:00 PM,1.5113,1.5165,1.51075,1.51575,37140
8/7/2010,8:00:00 PM,1.51575,1.51715,1.51454,1.51455,10033
9/7/2010,12:00:00 AM,1.51455,1.5159,1.51315,1.51525,9837
9/7/2010,4:00:00 AM,1.5154,1.5201,1.5141,1.51765,32589
9/7/2010,8:00:00 AM,1.51755,1.52045,1.51335,1.5139,36311
9/7/2010,12:00:00 PM,1.5139,1.5139,1.50785,1.5093,57645
9/7/2010,4:00:00 PM,1.5093,1.51,1.505,1.5064,35175
9/7/2010,8:00:00 PM,1.5064,1.50785,1.50555,1.50625,2097
11/7/2010,8:00:00 PM,1.50775,1.50784,1.5049,1.50725,6151
12/7/2010,12:00:00 AM,1.50725,1.5078,1.50015,1.50225,28814
12/7/2010,4:00:00 AM,1.50225,1.50315,1.49585,1.49845,44095
12/7/2010,8:00:00 AM,1.4985,1.50455,1.4948,1.50395,55608
12/7/2010,12:00:00 PM,1.50395,1.50855,1.4994,1.5014,72757
12/7/2010,4:00:00 PM,1.5014,1.50405,1.5008,1.5029,46563
12/7/2010,8:00:00 PM,1.50285,1.50345,1.50135,1.50295,7482
13/7/2010,12:00:00 AM,1.50295,1.5046,1.50201,1.50275,15660
13/7/2010,4:00:00 AM,1.50275,1.50355,1.49645,1.49945,43134
13/7/2010,8:00:00 AM,1.49945,1.51195,1.499,1.51015,67415
13/7/2010,12:00:00 PM,1.51015,1.5191,1.51015,1.5172,104357
13/7/2010,4:00:00 PM,1.5172,1.51835,1.5144,1.51625,59775
13/7/2010,8:00:00 PM,1.51625,1.51995,1.51625,1.51965,12712
14/7/2010,12:00:00 AM,1.51965,1.5242,1.51955,1.5216,28089
14/7/2010,4:00:00 AM,1.5216,1.5259,1.5188,1.5226,44839
14/7/2010,8:00:00 AM,1.5226,1.52905,1.5223,1.5235,68667
14/7/2010,12:00:00 PM,1.5235,1.5297,1.52035,1.52815,87324
14/7/2010,4:00:00 PM,1.52815,1.52845,1.52465,1.5255,44755
14/7/2010,8:00:00 PM,1.5255,1.52715,1.52505,1.52595,10252
15/7/2010,12:00:00 AM,1.52595,1.5279,1.52355,1.52765,21546
15/7/2010,4:00:00 AM,1.5277,1.52905,1.52525,1.5283,38718
15/7/2010,8:00:00 AM,1.5283,1.5362,1.52815,1.5344,80990
15/7/2010,12:00:00 PM,1.5344,1.53945,1.5343,1.5374,94240
15/7/2010,4:00:00 PM,1.5374,1.5471,1.53475,1.54445,57225
15/7/2010,8:00:00 PM,1.5444,1.54635,1.54225,1.54225,11643
16/7/2010,12:00:00 AM,1.54225,1.5438,1.5409,1.5421,19329
16/7/2010,4:00:00 AM,1.5421,1.5447,1.5392,1.5441,42016
16/7/2010,8:00:00 AM,1.5441,1.5441,1.5357,1.5374,69273
16/7/2010,12:00:00 PM,1.53745,1.5398,1.5288,1.5288,84280
16/7/2010,4:00:00 PM,1.52875,1.53185,1.5278,1.5299,35668
16/7/2010,8:00:00 PM,1.5299,1.5306,1.5294,1.53,2167
18/7/2010,8:00:00 PM,1.5275,1.5321,1.52695,1.52915,5608
19/7/2010,12:00:00 AM,1.52915,1.53195,1.528,1.5307,14384
19/7/2010,4:00:00 AM,1.5307,1.53515,1.5268,1.5347,39607
19/7/2010,8:00:00 AM,1.5347,1.5348,1.5259,1.52835,68402
19/7/2010,12:00:00 PM,1.52835,1.52855,1.52025,1.522,76865
19/7/2010,4:00:00 PM,1.522,1.5242,1.5211,1.5232,34173
19/7/2010,8:00:00 PM,1.52325,1.5238,1.521,1.52185,9994
20/7/2010,12:00:00 AM,1.52175,1.5266,1.52145,1.52535,22602
20/7/2010,4:00:00 AM,1.5254,1.5309,1.52539,1.5279,39988
20/7/2010,8:00:00 AM,1.5278,1.5283,1.5156,1.5166,105115
20/7/2010,12:00:00 PM,1.51655,1.52795,1.5153,1.52545,104969
20/7/2010,4:00:00 PM,1.52545,1.5305,1.5249,1.528,42548
20/7/2010,8:00:00 PM,1.528,1.5295,1.52595,1.52885,11542
21/7/2010,12:00:00 AM,1.52885,1.52925,1.52575,1.5269,19334
21/7/2010,4:00:00 AM,1.5269,1.53355,1.51855,1.5327,39671
21/7/2010,8:00:00 AM,1.5327,1.53295,1.5245,1.52585,77437
21/7/2010,12:00:00 PM,1.5258,1.5275,1.5181,1.5199,65868
21/7/2010,4:00:00 PM,1.5199,1.5206,1.51235,1.5169,47063
21/7/2010,8:00:00 PM,1.51685,1.5188,1.5159,1.51845,9523
22/7/2010,12:00:00 AM,1.51845,1.519,1.51635,1.51785,16305
22/7/2010,4:00:00 AM,1.51785,1.52115,1.515,1.5206,35844
22/7/2010,8:00:00 AM,1.5206,1.52955,1.51955,1.5256,61938
22/7/2010,12:00:00 PM,1.5256,1.5286,1.52335,1.5281,65234
22/7/2010,4:00:00 PM,1.528,1.52865,1.5254,1.52635,36409
22/7/2010,8:00:00 PM,1.52635,1.5285,1.52503,1.52835,11567
23/7/2010,12:00:00 AM,1.52835,1.52885,1.5257,1.5284,22501
23/7/2010,4:00:00 AM,1.5284,1.53195,1.52585,1.5311,33767
23/7/2010,8:00:00 AM,1.5311,1.5449,1.5311,1.5411,67706
23/7/2010,12:00:00 PM,1.5411,1.5436,1.5346,1.54185,67938
23/7/2010,4:00:00 PM,1.5418,1.54395,1.53775,1.5422,36229
23/7/2010,8:00:00 PM,1.54215,1.5431,1.54105,1.5423,2472
25/7/2010,8:00:00 PM,1.54155,1.54455,1.5406,1.5444,5784
